time,x_actual_x,x_actual_y,x_actual_z,x_desired_x,x_desired_y,x_desired_z,x_d_actual_x,x_d_actual_y,x_d_actual_z,x_d_desired_x,x_d_desired_y,x_d_desired_z,disturbance_x,disturbance_y,disturbance_z,force,force_error,tracking_errorstiffness,dotproduct
6.18029,-0.8735785,1.181186,-0.1072742,-0.9030004,1.236031,-0.09201074,-0.2991757,0.00182071,-0.06741316,-0.4263606,-0.008154573,-0.04398118,0,0,0,0,-10,0.2099916,255,0
6.20314,-0.8784491,1.181185,-0.1084868,-0.9094673,1.235861,-0.09290427,-0.4214524,0.002051014,-0.09978185,-0.6219763,-0.01483567,-0.07458234,0,0,0,0,-10,0.207415,255,0
6.225891,-0.8852748,1.181114,-0.1102443,-0.9188025,1.235543,-0.09434694,-0.2040263,-6.991051E-05,-0.05079498,-0.2708983,-0.007130872,-0.03742959,0,0,0,0,-10,0.2058244,255,0
6.248077,-0.8923391,1.180993,-0.1121182,-0.9280137,1.235146,-0.09593749,-0.2987192,-0.003078047,-0.07691204,-0.4085403,-0.0138773,-0.06313648,0,0,0,0,-10,0.2035708,255,0
6.272209,-0.8992043,1.180809,-0.1140341,-0.9376287,1.234683,-0.09777457,-0.3215007,-0.005512153,-0.08528375,-0.4192111,-0.01808811,-0.0723877,0,0,0,0,-10,0.2012202,255,0
6.292488,-0.9078388,1.180528,-0.1165169,-0.948693,1.234037,-0.1001377,-0.2754319,-0.007384451,-0.07686716,-0.3857538,-0.01858548,-0.07370342,0,0,0,0,-10,0.1988816,255,0
6.314407,-0.91863,1.180082,-0.119801,-0.9620537,1.233093,-0.1033652,-0.456716,-0.01488095,-0.1313276,-0.5852376,-0.03415053,-0.1249937,0,0,0,0,-10,0.1959213,255,0
6.338326,-0.9261051,1.179717,-0.1222025,-0.9723233,1.232222,-0.1061502,-0.4843937,-0.02002355,-0.1474128,-0.5997298,-0.04240154,-0.1448764,0,0,0,0,-10,0.1921344,255,0
6.359383,-0.9348739,1.179235,-0.1251575,-0.9832306,1.231121,-0.109435,-0.2914281,-0.01422145,-0.09362684,-0.4003755,-0.03393162,-0.1085756,0,0,0,0,-10,0.1894503,255,0
6.381729,-0.940833,1.17885,-0.1272683,-0.9903566,1.230294,-0.1117533,-0.4672097,-0.02571138,-0.1574441,-0.5811547,-0.05866997,-0.1750222,0,0,0,0,-10,0.1862381,255,0
6.403847,-0.9487628,1.178248,-0.1301759,-1.000574,1.228966,-0.1153906,-0.2545887,-0.01644496,-0.09017733,-0.3044379,-0.03533959,-0.09904151,0,0,0,0,-10,0.1840025,255,0
6.426865,-0.9570786,1.177542,-0.1333764,-1.009064,1.22764,-0.1187869,-0.3570482,-0.02706866,-0.1309231,-0.4600545,-0.05981085,-0.1637753,0,0,0,0,-10,0.1809946,255,0
6.446548,-0.9652066,1.176754,-0.1367718,-1.018131,1.226018,-0.1228422,-0.3527432,-0.02994539,-0.1357555,-0.3601436,-0.05624494,-0.144066,0,0,0,0,-10,0.1777737,255,0
6.477081,-0.9709253,1.176144,-0.139311,-1.024922,1.224637,-0.126154,-0.3739388,-0.03628466,-0.1562116,-0.41712,-0.07459854,-0.1865676,0,0,0,0,-10,0.1744473,255,0
6.497391,-0.9821279,1.174767,-0.1447039,-1.038241,1.221607,-0.1332803,-0.1978239,-0.0211055,-0.0878365,-0.2349358,-0.04779048,-0.1145648,0,0,0,0,-10,0.1720127,255,0
6.518524,-0.9893991,1.173783,-0.1485017,-1.046172,1.21963,-0.1378898,-0.5428287,-0.06668207,-0.2613159,-0.6453616,-0.1467884,-0.3453096,0,0,0,0,-10,0.1669661,255,0
6.541733,-0.9973701,1.172706,-0.1527519,-1.054136,1.217464,-0.1427522,-0.373451,-0.05056696,-0.1950584,-0.4073521,-0.1015686,-0.2367445,0,0,0,0,-10,0.163503,255,0
6.561172,-1.001999,1.172012,-0.155256,-1.059754,1.215823,-0.1462815,-0.3503626,-0.04732562,-0.1868162,-0.3500482,-0.09518046,-0.2137251,0,0,0,0,-10,0.1597371,255,0
6.580276,-1.012132,1.17024,-0.1607439,-1.069876,1.212704,-0.1527882,-0.2344233,-0.03516229,-0.1268203,-0.2845042,-0.08314215,-0.1787426,0,0,0,0,-10,0.1575684,255,0
6.60598,-1.016343,1.169428,-0.1629679,-1.075048,1.211071,-0.1561942,-0.5436451,-0.09508673,-0.2944382,-0.5430951,-0.167334,-0.3490969,0,0,0,0,-10,0.1529484,255,0
6.627663,-1.025471,1.167535,-0.1676705,-1.083739,1.208135,-0.1621924,-0.1555762,-0.02999049,-0.08216117,-0.191076,-0.06029806,-0.1258279,0,0,0,0,-10,0.1511429,255,0
6.647232,-1.031746,1.166059,-0.1708091,-1.089634,1.205826,-0.1665631,-0.4462771,-0.09255525,-0.2299049,-0.4248939,-0.1435857,-0.293247,0,0,0,0,-10,0.1474707,255,0
6.669823,-1.039877,1.163823,-0.1748087,-1.097227,1.20271,-0.1724234,-0.3230435,-0.07594634,-0.1615831,-0.3034846,-0.1188261,-0.2250098,0,0,0,0,-10,0.1451275,255,0
6.692932,-1.047943,1.161337,-0.1786747,-1.105263,1.199102,-0.1788676,-0.3427901,-0.09430283,-0.1686183,-0.3200939,-0.1313877,-0.247065,0,0,0,0,-10,0.14224,255,0
6.713562,-1.054336,1.15918,-0.1816329,-1.111458,1.196029,-0.1841024,-0.3583686,-0.1104502,-0.1717691,-0.357071,-0.1602966,-0.2863241,0,0,0,0,-10,0.1395812,255,0
6.737236,-1.059309,1.157357,-0.1838948,-1.11583,1.193648,-0.1879571,-0.3171662,-0.1070153,-0.1467609,-0.3072956,-0.1524768,-0.2597021,0,0,0,0,-10,0.1376498,255,0
6.760323,-1.066874,1.154331,-0.187281,-1.121972,1.19006,-0.1935505,-0.1972107,-0.07230522,-0.0897031,-0.173402,-0.09443551,-0.1528721,0,0,0,0,-10,0.1362211,255,0
6.782608,-1.073773,1.151348,-0.1902355,-1.127748,1.186264,-0.1989691,-0.3402808,-0.1360887,-0.1523116,-0.2762633,-0.1613868,-0.2515925,0,0,0,0,-10,0.134155,255,0
6.806335,-1.079986,1.148448,-0.192719,-1.132545,1.182831,-0.2035049,-0.3177486,-0.1373803,-0.1360682,-0.2659983,-0.1748177,-0.2495525,0,0,0,0,-10,0.132461,255,0
6.829269,-1.087431,1.144646,-0.195469,-1.138209,1.178455,-0.2089583,-0.2051721,-0.09575775,-0.08201452,-0.158431,-0.1133747,-0.1497878,0,0,0,0,-10,0.1311387,255,0
6.851746,-1.09461,1.140767,-0.1980346,-1.143401,1.174104,-0.2142738,-0.4467934,-0.2282151,-0.1650391,-0.339901,-0.2625987,-0.3272879,0,0,0,0,-10,0.1297827,255,0
6.879852,-1.101826,1.136731,-0.2006434,-1.148527,1.169373,-0.2198627,-0.3257236,-0.1759962,-0.1164033,-0.2355703,-0.1974083,-0.2411599,0,0,0,0,-10,0.128612,255,0
6.908356,-1.110166,1.131768,-0.2037404,-1.153815,1.163847,-0.2260923,-0.2554869,-0.1428662,-0.09236351,-0.1814813,-0.1675066,-0.1978787,0,0,0,0,-10,0.1274934,255,0
6.921524,-1.117278,1.127275,-0.2065559,-1.158672,1.158191,-0.2322735,-0.2893561,-0.1721852,-0.1074477,-0.1834635,-0.1917185,-0.2161258,0,0,0,0,-10,0.1261951,255,0
6.944473,-1.122815,1.123507,-0.2089831,-1.161586,1.15431,-0.23632,-0.5622267,-0.3551908,-0.2225761,-0.3839905,-0.4470748,-0.4886535,0,0,0,0,-10,0.1249959,255,0
6.965782,-1.128149,1.119474,-0.2115691,-1.164844,1.149606,-0.2411162,-0.2372354,-0.1614754,-0.1040015,-0.124857,-0.1663176,-0.1733844,0,0,0,0,-10,0.1238675,255,0
6.989304,-1.132467,1.11578,-0.213942,-1.167477,1.14549,-0.2452446,-0.2485391,-0.1878999,-0.1204925,-0.1517841,-0.2191833,-0.2234797,0,0,0,0,-10,0.1225143,255,0
7.010979,-1.137155,1.111233,-0.2169158,-1.170157,1.140654,-0.2499384,-0.1814634,-0.1552431,-0.09971896,-0.1106725,-0.1729521,-0.1734906,0,0,0,0,-10,0.121095,255,0
7.034477,-1.140443,1.107495,-0.219411,-1.17243,1.135854,-0.2544439,-0.2218073,-0.2151568,-0.1407153,-0.1268107,-0.2288414,-0.2221006,0,0,0,0,-10,0.1191008,255,0
7.057152,-1.14394,1.102553,-0.2228168,-1.174549,1.13042,-0.2593404,-0.135397,-0.1539134,-0.1027505,-0.09360273,-0.1976614,-0.1855315,0,0,0,0,-10,0.1172131,255,0
7.078751,-1.146581,1.097022,-0.2267367,-1.176454,1.124416,-0.2645894,-0.1571121,-0.2220057,-0.152981,-0.09517971,-0.2440777,-0.2199441,0,0,0,0,-10,0.1142872,255,0
7.100517,-1.147633,1.093789,-0.2290908,-1.177408,1.120834,-0.2676857,-0.1247241,-0.2612387,-0.185152,-0.08998311,-0.2835867,-0.2479279,0,0,0,0,-10,0.1103627,255,0
7.123512,-1.148519,1.089428,-0.2323424,-1.178327,1.116128,-0.2716523,-0.0464903,-0.1429279,-0.104063,-0.04216379,-0.1583421,-0.1368729,0,0,0,0,-10,0.107795,255,0
7.146629,-1.14871,1.08599,-0.2350003,-1.178923,1.112225,-0.2749113,-0.0398341,-0.1960037,-0.1461575,-0.04132909,-0.2115376,-0.1782997,0,0,0,0,-10,0.1040213,255,0
7.170197,-1.148461,1.081633,-0.2385296,-1.179415,1.107547,-0.2787851,-0.008295454,-0.1489824,-0.1151653,-0.02582128,-0.1691271,-0.1412087,0,0,0,0,-10,0.1007253,255,0
7.194122,-1.147933,1.078559,-0.2411323,-1.17951,1.104205,-0.2814872,0.01033585,-0.1808403,-0.1464831,-0.02038969,-0.1941399,-0.1607821,0,0,0,0,-10,0.0961833,255,0
7.218315,-1.146773,1.074458,-0.2447611,-1.179357,1.099622,-0.2851585,0.022356,-0.1300016,-0.1100809,-0.004023475,-0.1413813,-0.1142833,0,0,0,0,-10,0.09271654,255,0
7.242599,-1.145767,1.07158,-0.2474645,-1.179062,1.096213,-0.2879036,0.0476636,-0.1685247,-0.1491036,0.006294083,-0.1882837,-0.1508474,0,0,0,0,-10,0.08774237,255,0
7.272415,-1.144687,1.068537,-0.2504528,-1.178467,1.092525,-0.2907823,0.04188851,-0.1199042,-0.1126306,0.0122924,-0.1420206,-0.1143714,0,0,0,0,-10,0.08403746,255,0
7.290222,-1.143601,1.065076,-0.2538384,-1.177561,1.088467,-0.2938139,0.03515431,-0.09905924,-0.0972895,0.0193469,-0.120075,-0.09371895,0,0,0,0,-10,0.08001631,255,0
7.312492,-1.142889,1.06229,-0.2563994,-1.176564,1.084911,-0.2963822,0.06615768,-0.2107016,-0.2061078,0.05519188,-0.2470318,-0.1845608,0,0,0,0,-10,0.07553045,255,0
7.333847,-1.142389,1.059714,-0.2585868,-1.17564,1.082,-0.2984635,0.03165282,-0.1238711,-0.1138669,0.0443044,-0.1581157,-0.1141929,0,0,0,0,-10,0.07213252,255,0
7.356796,-1.142143,1.057611,-0.2602696,-1.17483,1.079583,-0.3002073,0.02295538,-0.1183709,-0.100527,0.04245924,-0.1338151,-0.09565108,0,0,0,0,-10,0.06921412,255,0
7.379532,-1.142064,1.055037,-0.2622317,-1.173946,1.077009,-0.3020759,0.01089638,-0.09302779,-0.07441907,0.03582574,-0.1068657,-0.07711022,0,0,0,0,-10,0.06699632,255,0
7.403221,-1.142221,1.052451,-0.2640954,-1.173007,1.074402,-0.3039533,0.003519335,-0.1144367,-0.08723605,0.03930631,-0.1144314,-0.08308334,0,0,0,0,-10,0.06447666,255,0
7.427505,-1.142585,1.049858,-0.2658508,-1.172052,1.071824,-0.3058266,-0.006456895,-0.10635,-0.07664683,0.03862371,-0.1072423,-0.07721309,0,0,0,0,-10,0.06215607,255,0
7.448692,-1.143176,1.046916,-0.2677548,-1.171078,1.069173,-0.3078012,-0.01459672,-0.1040375,-0.07042968,0.03832836,-0.1033967,-0.07515496,0,0,0,0,-10,0.06002982,255,0
7.472595,-1.143689,1.045002,-0.268953,-1.170481,1.067529,-0.3090629,-0.03025629,-0.1504645,-0.0973682,0.04980735,-0.1356199,-0.1009833,0,0,0,0,-10,0.05778721,255,0
7.49514,-1.144686,1.042122,-0.2707296,-1.169617,1.065167,-0.3108687,-0.02037693,-0.07604514,-0.04762119,0.02373124,-0.06532842,-0.05014166,0,0,0,0,-10,0.05643313,255,0
7.519135,-1.145599,1.039927,-0.2720522,-1.16891,1.063358,-0.3122526,-0.04545059,-0.1313446,-0.08102275,0.03937783,-0.1077059,-0.08235473,0,0,0,0,-10,0.05454799,255,0
7.541382,-1.146823,1.037183,-0.273662,-1.168093,1.061437,-0.3136908,-0.03817121,-0.09167363,-0.05524269,0.02955704,-0.07556067,-0.05780453,0,0,0,0,-10,0.05323031,255,0
7.564186,-1.147824,1.034814,-0.2750208,-1.167401,1.059889,-0.3148274,-0.05510349,-0.1235561,-0.07248636,0.03676786,-0.08651451,-0.06475975,0,0,0,0,-10,0.05167605,255,0
7.584953,-1.148497,1.033113,-0.2759863,-1.16689,1.058818,-0.3156294,-0.04386497,-0.1038827,-0.05956574,0.03035117,-0.06786162,-0.04982232,0,0,0,0,-10,0.05033934,255,0
